TRANSLATOR,SOURCE_LANG,TARGET_LANG,HOURLY_RATE,MANUFACTURER_INDUSTRY,TASK_TYPE,PM,FORECAST_mean,HOURLY_RATE_mean,QUALITY_EVALUATION_mean,SOURCE_LANG_EMBED,TARGET_LANG_EMBED,INDUSTRY_EMBED
Blanca Columbano,English,Spanish_Iberian,20.0,Health Care Facilities,Miscellaneous,RMT,0.0,20.0,8.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Carlos Eduardo,English,Spanish_Iberian,20.0,Health Care Facilities,Translation,BMT,27.77,23.0,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Celso Facundo,English,Spanish_Global,15.5,"Technology Hardware, Storage & Peripherals",Translation,PMT,14.557999999999998,15.0,8.2,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[ 0.00565127  0.05642691 -0.01672912 -0.0658633  -0.00817138  0.10434441
  0.04380587 -0.10265152  0.06030599  0.06691931]"
Charles,English,French,28.666666666666668,Household Products,Translation,RMT,8.665555555555557,32.77777777777778,7.333333333333333,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.02795416 -0.02213892  0.07758144 -0.05319271 -0.04560148 -0.01487877
  0.01912314  0.00993574 -0.00545423  0.05513928]","[ 0.01169172 -0.00187587 -0.05932122 -0.01286118 -0.04646305 -0.0191711
 -0.0506473   0.05348986  0.08258484 -0.02914182]"
Ciro,English,Italian,24.5,Health Care Facilities,Miscellaneous,PMT,0.145,24.5,7.5,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04289701 -0.05619739 -0.00247882 -0.00903576 -0.03534555 -0.00208459
  0.00478718  0.03693621 -0.02163061  0.04969206]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Columba Lucano,English,Spanish_Global,13.0,Health Care Equipment & Supplies,Translation,RMT,8.0,15.0,7.2,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.0568138  -0.08967578 -0.04418691  0.05562559 -0.03301732  0.14626053
 -0.01018326  0.11822117  0.07431347  0.02927203]"
Conrado,English,Spanish_Iberian,15.4,Industrial Conglomerates,ProofReading,BMT,1.5033333333333332,19.0,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[ 0.05135272  0.00919782 -0.04244554  0.00098652 -0.01586641 -0.02952833
  0.02160987 -0.01888893  0.03872581 -0.03028474]"
Constantino Kimberly,English,Spanish_Iberian,17.714285714285715,Communications Equipment,Translation,RMT,1.988959349593496,20.229268292682928,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
Corinne,English,French,30.0,Automobiles,ProofReading,RMT,15.26,30.0,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.02795416 -0.02213892  0.07758144 -0.05319271 -0.04560148 -0.01487877
  0.01912314  0.00993574 -0.00545423  0.05513928]","[ 0.08045845 -0.01581908 -0.007455   -0.01380522  0.00964674 -0.02798142
  0.01228993 -0.02930834  0.04264663 -0.00346497]"
Daiana Casiano,English,Catalan,19.8,Application Software,Translation,BMT,28.143829787234043,22.893617021276597,6.9361702127659575,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Dalila,English,Portuguese_Iberian,17.0,Health Care Facilities,ProofReading,RMT,2.396,16.0,7.2,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07015002 -0.06886983  0.12402785 -0.06617782 -0.00552985  0.07221255
 -0.02090187  0.02845905  0.03614025  0.14539152]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Damian Roman,English,Spanish_Iberian,23.0,Health Care Facilities,Miscellaneous,RMT,0.0,23.0,5.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
David,English,Catalan,18.571428571428573,Communications Equipment,Translation,RMT,1.2241891891891892,18.897297297297296,6.978378378378379,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
Davide,English,Italian,30.071428571428573,Health Care Facilities,Translation,RMT,6.2075000000000005,29.25,7.25,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04289701 -0.05619739 -0.00247882 -0.00903576 -0.03534555 -0.00208459
  0.00478718  0.03693621 -0.02163061  0.04969206]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Diego Alejandro,English,Spanish_Global,16.666666666666668,Application Software,Translation,BMT,17.55957746478873,19.43661971830986,7.211267605633803,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Dimas Rafael,English,Spanish_LA,16.11111111111111,Software,Translation,BMT,11.652,17.6,6.9,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.03585797 -0.07145234  0.13904646 -0.04206239 -0.0399279   0.0584859
 -0.03363704 -0.02196086  0.07698956  0.13915524]","[-0.0313499   0.0030699   0.06013682 -0.00277872  0.04405935  0.03327819
  0.00050142 -0.07966995 -0.08385749  0.05158783]"
Diogo,German,Portuguese_Iberian,17.0,Automobiles,ProofReading,RMT,0.35,17.0,7.0,"[-0.01313859 -0.04253142  0.02580829 -0.02932405 -0.03889363 -0.04045099
  0.05458819  0.02515613 -0.04223937  0.03846855]","[ 0.07015002 -0.06886983  0.12402785 -0.06617782 -0.00552985  0.07221255
 -0.02090187  0.02845905  0.03614025  0.14539152]","[ 0.08045845 -0.01581908 -0.007455   -0.01380522  0.00964674 -0.02798142
  0.01228993 -0.02930834  0.04264663 -0.00346497]"
Dmitry,Catalan,Russian,31.0,Industrial Conglomerates,Translation,RMT,6.48,33.5,5.5,"[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.06474859  0.053815   -0.02617549  0.00504225  0.00339633  0.00768179
  0.08491815 -0.01230566 -0.08042932  0.00697621]","[ 0.05135272  0.00919782 -0.04244554  0.00098652 -0.01586641 -0.02952833
  0.02160987 -0.01888893  0.03872581 -0.03028474]"
Donato,Catalan,German,22.0,Specialty Chemicals,Translation,RMT,3.27,16.0,7.0,"[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.01313859 -0.04253142  0.02580829 -0.02932405 -0.03889363 -0.04045099
  0.05458819  0.02515613 -0.04223937  0.03846855]","[ 0.0253303  -0.01031162 -0.03640202 -0.04582143 -0.0457297  -0.02974659
 -0.01319865  0.03105845  0.05330268 -0.06245004]"
Ekain,English,Basque,22.2,Communications Equipment,Translation,RMT,1.6287640449438203,27.415730337078653,7.078651685393258,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.0335264  -0.05219751  0.01576343 -0.0135119  -0.03927745  0.0086725
  0.00030478  0.02644572  0.03676897  0.0274001 ]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
Elene,English,Basque,32.0,Application Software,Translation,BMT,13.959999999999999,32.0,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.0335264  -0.05219751  0.01576343 -0.0135119  -0.03927745  0.0086725
  0.00030478  0.02644572  0.03676897  0.0274001 ]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Ellie,Spanish_Global,English,31.666666666666668,Health Care Facilities,Translation,RMT,13.723333333333334,31.666666666666668,6.333333333333333,"[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Endika,English,Basque,24.333333333333332,Communications Equipment,Translation,RMT,2.8385148514851486,31.91089108910891,6.9405940594059405,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.0335264  -0.05219751  0.01576343 -0.0135119  -0.03927745  0.0086725
  0.00030478  0.02644572  0.03676897  0.0274001 ]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
Enith Blas,English,Spanish_LA,14.0,Automobiles,Translation,BMT,22.72,14.0,8.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.03585797 -0.07145234  0.13904646 -0.04206239 -0.0399279   0.0584859
 -0.03363704 -0.02196086  0.07698956  0.13915524]","[ 0.08045845 -0.01581908 -0.007455   -0.01380522  0.00964674 -0.02798142
  0.01228993 -0.02930834  0.04264663 -0.00346497]"
Enrique,English,Spanish_Iberian,14.4,"Technology Hardware, Storage & Peripherals",Translation,BMT,3.6882721382289416,15.941684665226783,7.220302375809935,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[ 0.00565127  0.05642691 -0.01672912 -0.0658633  -0.00817138  0.10434441
  0.04380587 -0.10265152  0.06030599  0.06691931]"
Erico,English,Spanish_Global,15.363636363636363,Internet Services & Infrastructure,Translation,RMT,2.695691906005222,16.482158398607485,6.939077458659704,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.06525061  0.02902457  0.03284153 -0.06585586 -0.02067651  0.04494146
 -0.03462073 -0.0873913  -0.10174164  0.07483237]"
Esteban Yoselin,English,Spanish_Iberian,23.484848484848484,Application Software,ProofReading,BMT,1.213184840425532,22.439494680851062,7.002659574468085,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Estefania Romina,English,French,21.0,Application Software,Miscellaneous,RMT,6.0,21.0,8.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.02795416 -0.02213892  0.07758144 -0.05319271 -0.04560148 -0.01487877
  0.01912314  0.00993574 -0.00545423  0.05513928]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Estela,English,Spanish_Iberian,25.745098039215687,Application Software,Engineering,BMT,0.48559722222222224,19.32638888888889,6.95,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Ester,English,Spanish_Global,15.8,Application Software,Translation,BMT,44.97375,12.625,6.75,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Estrela,English,Galician,18.0,Health Care Facilities,Miscellaneous,RMT,0.0,18.0,8.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.08935569 -0.07945183  0.02643861  0.01634794 -0.00817177  0.01213854
 -0.04239353  0.01819603  0.03148654  0.08249628]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Fabian Itzel,English,Spanish_Iberian,17.0,Health Care Equipment & Supplies,ProofReading,RMT,6.905,17.0,6.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.0568138  -0.08967578 -0.04418691  0.05562559 -0.03301732  0.14626053
 -0.01018326  0.11822117  0.07431347  0.02927203]"
Facundo Ivana,English,Portuguese_Brazil,24.0,Trading Companies & Distributors,Translation,PMT,1.2826666666666668,21.866666666666667,6.866666666666666,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.06135342 -0.02564566  0.11521641 -0.0583253   0.00413268  0.08215768
 -0.00474831  0.0214661   0.00995734  0.16249001]","[-0.01989399  0.08402714 -0.0744723  -0.02723608 -0.02650884 -0.06130442
 -0.00825088  0.0008051   0.02731935 -0.03058985]"
Federico,English,Spanish_Iberian,23.0,Health Care Facilities,Miscellaneous,RMT,0.0,23.0,8.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Federico Alipio,English,Spanish_LA,13.0,Application Software,Translation,RMT,24.0,13.0,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.03585797 -0.07145234  0.13904646 -0.04206239 -0.0399279   0.0584859
 -0.03363704 -0.02196086  0.07698956  0.13915524]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Felipe Aldana,English,Catalan,20.8,Tobacco,Translation,RMT,1.5,23.0,5.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[ 0.05933034 -0.03653543 -0.00314505 -0.06710358 -0.00033252 -0.04700956
 -0.04793052  0.04055311  0.03399827 -0.07230313]"
Ferland,Spanish_Iberian,French,28.0,Industrial Conglomerates,Translation,RMT,8.44,28.0,8.5,"[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.02795416 -0.02213892  0.07758144 -0.05319271 -0.04560148 -0.01487877
  0.01912314  0.00993574 -0.00545423  0.05513928]","[ 0.05135272  0.00919782 -0.04244554  0.00098652 -0.01586641 -0.02952833
  0.02160987 -0.01888893  0.03872581 -0.03028474]"
Fermin,English,Catalan,22.666666666666668,Industrial Machinery,Translation,BMT,7.285555555555557,24.0,6.444444444444445,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[ 0.02294636 -0.040781   -0.0532133   0.06001566  0.01372087  0.06161886
  0.06200593 -0.06508689  0.06810737  0.04516603]"
Fernando Jose,French,Spanish_Iberian,19.0,Health Care Facilities,Translation,BMT,4.91,19.0,5.0,"[-0.02795416 -0.02213892  0.07758144 -0.05319271 -0.04560148 -0.01487877
  0.01912314  0.00993574 -0.00545423  0.05513928]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Fiamma,English,Portuguese_Brazil,17.5,Trading Companies & Distributors,ProofReading,PMT,0.12666666666666668,18.0,6.666666666666667,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.06135342 -0.02564566  0.11521641 -0.0583253   0.00413268  0.08215768
 -0.00474831  0.0214661   0.00995734  0.16249001]","[-0.01989399  0.08402714 -0.0744723  -0.02723608 -0.02650884 -0.06130442
 -0.00825088  0.0008051   0.02731935 -0.03058985]"
Fiamma Baldomero,English,Spanish_Iberian,18.6,Trading Companies & Distributors,Translation,PMT,1.0678787878787879,17.595959595959595,7.343434343434343,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.01989399  0.08402714 -0.0744723  -0.02723608 -0.02650884 -0.06130442
 -0.00825088  0.0008051   0.02731935 -0.03058985]"
Fulgencio Nahikari,English,Catalan,19.22222222222222,Application Software,Translation,BMT,20.532068965517244,21.724137931034484,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Gabriela,English,Spanish_Iberian,20.048780487804876,Trading Companies & Distributors,ProofReading,RMT,1.6885123966942148,20.40495867768595,6.909090909090909,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.01989399  0.08402714 -0.0744723  -0.02723608 -0.02650884 -0.06130442
 -0.00825088  0.0008051   0.02731935 -0.03058985]"
Gala,English,Galician,24.0,Communications Equipment,ProofReading,RMT,0.5699667774086379,24.893687707641195,6.9634551495016614,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.08935569 -0.07945183  0.02643861  0.01634794 -0.00817177  0.01213854
 -0.04239353  0.01819603  0.03148654  0.08249628]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
Garikoitz,English,Basque,21.1,Application Software,Translation,BMT,14.906400000000001,26.28,6.98,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.0335264  -0.05219751  0.01576343 -0.0135119  -0.03927745  0.0086725
  0.00030478  0.02644572  0.03676897  0.0274001 ]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Genoveva,English,Basque,26.5,Communications Equipment,Translation,RMT,9.909090909090908,28.545454545454547,6.454545454545454,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.0335264  -0.05219751  0.01576343 -0.0135119  -0.03927745  0.0086725
  0.00030478  0.02644572  0.03676897  0.0274001 ]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
German,English,Spanish_Global,19.333333333333332,"Technology Hardware, Storage & Peripherals",Translation,BMT,2.5686301369863016,22.08219178082192,7.068493150684931,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[ 0.00565127  0.05642691 -0.01672912 -0.0658633  -0.00817138  0.10434441
  0.04380587 -0.10265152  0.06030599  0.06691931]"
Gianluca,English,Italian,29.857142857142858,Health Care Facilities,ProofReading,RMT,2.2333333333333334,28.666666666666668,5.666666666666667,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04289701 -0.05619739 -0.00247882 -0.00903576 -0.03534555 -0.00208459
  0.00478718  0.03693621 -0.02163061  0.04969206]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Gijs,Spanish_Iberian,Dutch,28.0,Health Care Facilities,Translation,RMT,1.0,28.0,5.0,"[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.0365377   0.00776961  0.0175278  -0.01601496 -0.01696754 -0.04548374
  0.02090783  0.0526927  -0.02462593  0.04186139]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Giovani,English,Spanish_Iberian,31.0,Health Care Facilities,Miscellaneous,BMT,0.375,23.5,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Gisela Ildefonso,English,Catalan,13.538461538461538,Communications Equipment,Translation,PMT,3.0999653379549397,14.045060658578857,6.963604852686308,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
Godofredo,English,Spanish_Iberian,21.0,Health Care Facilities,Miscellaneous,RMT,0.0,21.0,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
